primarypropertytype,taxparcelidentificationnumber,neighborhood,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,listofallpropertyusetypes,largestpropertyusetype,energystarscore,steamuse,naturalgas,totalghgemissions,zipcode,longitude,age
Other,7666203135,GREATER DUWAMISH,1,1,24109,0,"Manufacturing/Industrial Plant, Parking",Manufacturing/Industrial Plant,,False,False,33.1,98134.0,-122.32226,63
Refrigerated Warehouse,7666203180,GREATER DUWAMISH,1,1,25375,0,"Office, Refrigerated Warehouse",Refrigerated Warehouse,,False,False,28.37,98134.0,-122.32211,68
Warehouse,7666203240,GREATER DUWAMISH,1,1,22803,0,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,78.0,False,True,21.5,98134.0,-122.32417,38
Mixed Use Property,7666203240,GREATER DUWAMISH,1,1,23100,0,"Office, Other - Public Services",Office,,False,True,157.07,98134.0,-122.32417,38
Refrigerated Warehouse,7666203245,GREATER DUWAMISH,1,1,41550,0,Refrigerated Warehouse,Refrigerated Warehouse,94.0,False,False,4.48,98134.0,-122.32193,72
Other,7883608717,GREATER DUWAMISH,1,2,54170,0,Other,Other,,False,True,178.35,98108.0,-122.31899,29
K-12 School,7885100255,GREATER DUWAMISH,1,2,64493,0,K-12 School,K-12 School,85.0,False,True,28.57,98108.0,-122.32469,23
K-12 School,3330501325,SOUTHEAST,1,2,42252,0,K-12 School,K-12 School,49.0,False,True,102.35,98118.0,-122.27978,111
Self-Storage Facility,3333001690,GREATER DUWAMISH,1,1,23100,0,Self-Storage Facility,Self-Storage Facility,,False,True,13.87,98118.0,-122.28596,68
Worship Facility,3333002620,SOUTHEAST,1,3,22895,0,"Parking, Worship Facility",Worship Facility,96.0,False,True,12.92,98118.0,-122.28302,42
Retail Store,3333002890,GREATER DUWAMISH,1,2,54211,17471,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,100.0,False,False,8.84,98118.0,-122.28295,21
Low-Rise Multifamily,3336000085,SOUTHEAST,1,3,22170,0,"Multifamily Housing, Retail Store",Multifamily Housing,,False,True,7.31,98118.0,-122.26961,102
Low-Rise Multifamily,3336000125,SOUTHEAST,1,4,21640,0,Multifamily Housing,Multifamily Housing,89.0,False,False,4.13,98118.0,-122.26955,61
Low-Rise Multifamily,7422000000,SOUTHEAST,1,4,88043,0,"Multifamily Housing, Parking",Multifamily Housing,82.0,False,True,59.7,98118.0,-122.2696,13
K-12 School,3352401300,SOUTHEAST,1,1,41428,0,K-12 School,K-12 School,90.0,False,True,44.27,98178.0,-122.26306,62
Mid-Rise Multifamily,3357400125,SOUTHEAST,1,7,289471,81556,"Lifestyle Center, Multifamily Housing, Office, Parking",Multifamily Housing,75.0,False,True,312.6,98144.0,-122.29047,18
Low-Rise Multifamily,3359500584,NORTHWEST,1,4,35577,0,"Multifamily Housing, Parking",Multifamily Housing,55.0,False,False,7.15,98115.0,-122.324,40
Low-Rise Multifamily,3362400870,NORTHWEST,1,4,41474,14084,"Multifamily Housing, Office",Multifamily Housing,,False,False,5.74,98103.0,-122.34493,14
Low-Rise Multifamily,5100403256,NORTH,1,3,22045,1869,"Multifamily Housing, Parking",Multifamily Housing,59.0,False,False,4.29,98115.0,-122.31731,53
Low-Rise Multifamily,5101400632,NORTHEAST,1,4,37091,0,Multifamily Housing,Multifamily Housing,87.0,False,False,5.53,98115.0,-122.30396,33
Low-Rise Multifamily,5101402204,NORTH,1,3,30110,0,"Multifamily Housing, Parking",Multifamily Housing,96.0,False,False,3.64,98115.0,-122.30597,33
Self-Storage Facility,5101402206,NORTHEAST,1,6,48179,7132,Self-Storage Facility,Self-Storage Facility,,False,True,12.22,98115.0,-122.30487,17
Low-Rise Multifamily,5101404378,NORTHEAST,1,4,25300,0,Multifamily Housing,Multifamily Housing,81.0,False,False,4.51,98115.0,-122.30455,53
Low-Rise Multifamily,5101404530,NORTH,1,4,26390,0,Multifamily Housing,Multifamily Housing,,False,False,5.76,98115.0,-122.31729,30
Warehouse,7666203360,GREATER DUWAMISH,1,1,52325,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,67.0,False,True,18.03,98134.0,-122.32555,86
Other,7666203380,GREATER DUWAMISH,1,4,20600,0,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",,False,True,9.71,98134.0,-122.32491,103
Other,7666203387,GREATER DUWAMISH,10,1,230971,0,"Other, Parking",Other,,False,True,405.05,98134.0,-122.32498,32
Retail Store,7666203450,GREATER DUWAMISH,1,1,25880,0,Retail Store,Retail Store,100.0,False,False,1.14,98134.0,-122.32397,79
Warehouse,7666203485,GREATER DUWAMISH,1,1,45842,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,99.0,False,True,12.55,98134.0,-122.32525,63
Other,7666203655,GREATER DUWAMISH,1,1,31365,0,Other,Other,,False,True,5.09,98134.0,-122.32322,51
Other,7666203660,GREATER DUWAMISH,1,1,32100,0,Other,Other,,False,True,25.77,98134.0,-122.32557,113
Warehouse,7666203664,GREATER DUWAMISH,1,1,20520,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20.0,False,True,40.85,98134.0,-122.32551,57
Warehouse,7666203675,GREATER DUWAMISH,1,1,22972,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,12.0,False,False,3.45,98134.0,-122.32563,78
Warehouse,7666203710,GREATER DUWAMISH,1,1,24990,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,80.0,False,True,8.7,98134.0,-122.32501,70
Retail Store,7666203730,GREATER DUWAMISH,1,2,24000,0,"Office, Retail Store",Retail Store,,False,True,40.94,98134.0,-122.32542,72
Warehouse,7886100060,GREATER DUWAMISH,1,1,100386,0,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,,False,True,95.93,98108.0,-122.32732,60
Distribution Center,7886100185,GREATER DUWAMISH,1,1,24354,0,"Distribution Center, Office",Distribution Center,10.0,False,True,17.29,98108.0,-122.32638,57
Distribution Center,7886100365,GREATER DUWAMISH,1,1,33600,0,"Distribution Center, Office",Distribution Center,58.0,False,True,15.35,98108.0,-122.32506,64
Other,7886100450,GREATER DUWAMISH,1,1,20819,0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,False,True,51.27,98108.0,-122.32446,49
Warehouse,7886100475,GREATER DUWAMISH,1,1,23296,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,True,40.01,98108.0,-122.32499,56
Mixed Use Property,7886100730,GREATER DUWAMISH,1,1,35222,0,"Non-Refrigerated Warehouse, Parking, Repair Services (Vehicle, Shoe, Locksmith, etc), Retail Store",Non-Refrigerated Warehouse,,False,True,40.42,98134.0,-122.32352,69
Refrigerated Warehouse,7886101280,GREATER DUWAMISH,1,1,25520,0,Refrigerated Warehouse,Refrigerated Warehouse,100.0,False,True,59.0,98108.0,-122.32149,66
Low-Rise Multifamily,7888750000,GREATER DUWAMISH,1,4,28176,0,"Multifamily Housing, Parking",Multifamily Housing,98.0,False,False,4.52,98144.0,-122.31764,40
Low-Rise Multifamily,3395060360,GREATER DUWAMISH,1,3,59846,0,Multifamily Housing,Multifamily Housing,72.0,False,True,39.61,98118.0,-122.28511,22
Senior Care Community,3395060390,GREATER DUWAMISH,1,3,66363,0,Senior Care Community,Senior Care Community,91.0,False,True,39.75,98118.0,-122.28551,22
Low-Rise Multifamily,3395060394,GREATER DUWAMISH,1,3,121635,0,Multifamily Housing,Multifamily Housing,3.0,False,True,160.8,98118.0,-122.28551,22
Low-Rise Multifamily,3395150000,MAGNOLIA / QUEEN ANNE,1,4,22207,0,Multifamily Housing,Multifamily Housing,,False,True,15.87,98199.0,-122.38439,54
Low-Rise Multifamily,3424049061,SOUTHEAST,1,2,20645,0,Multifamily Housing,Multifamily Housing,,False,False,5.35,98118.0,-122.2708,70
Low-Rise Multifamily,3426049159,NORTH,1,4,20278,0,Multifamily Housing,Multifamily Housing,77.0,False,False,3.48,98111.0,-122.28988,55
Low-Rise Multifamily,3427000000,EAST,1,3,20832,0,Multifamily Housing,Multifamily Housing,34.0,False,True,71.16,98102.0,-122.32338,98
Low-Rise Multifamily,3438501300,DELRIDGE,1,3,67313,0,Multifamily Housing,Multifamily Housing,36.0,False,False,17.83,98106.0,-122.36408,30
Low-Rise Multifamily,3438501950,DELRIDGE,1,2,25951,0,Multifamily Housing,Multifamily Housing,38.0,False,False,5.93,98106.0,-122.36012,18
Other,7666203295,GREATER DUWAMISH,1,1,25460,0,Other,Other,,False,False,5.82,98134.0,-122.3224,71
Low-Rise Multifamily,3438502400,DELRIDGE,1,3,85695,0,Multifamily Housing,Multifamily Housing,72.0,False,False,15.7,98106.0,-122.36166,36
Low-Rise Multifamily,3438502425,DELRIDGE,1,3,46986,0,Multifamily Housing,Multifamily Housing,72.0,False,False,9.99,98106.0,-122.36169,53
K-12 School,3438502560,DELRIDGE,1,1,41526,0,K-12 School,K-12 School,79.0,False,True,56.04,98106.0,-122.35866,53
Low-Rise Multifamily,3442000035,NORTHWEST,1,3,41332,0,"Multifamily Housing, Parking",Multifamily Housing,81.0,False,False,6.56,98133.0,-122.35789,36
Small- and Mid-Sized Office,5101405280,NORTH,1,2,24291,0,Office,Office,87.0,False,False,6.42,98115.0,-122.30321,49
Retail Store,5101405300,NORTH,1,2,20738,0,Retail Store,Retail Store,44.0,False,False,3.67,98115.0,-122.3038,65
Low-Rise Multifamily,5101405437,NORTH,1,4,27344,0,"Multifamily Housing, Parking",Multifamily Housing,31.0,False,False,5.62,98115.0,-122.32275,33
Mixed Use Property,5101405881,NORTH,1,4,30948,0,"Office, Other",Office,,False,False,6.41,98125.0,-122.30269,23
Low-Rise Multifamily,5101405948,NORTH,1,4,63670,0,Multifamily Housing,Multifamily Housing,37.0,False,False,14.65,98125.0,-122.30211,32
Medical Office,5101408393,NORTH,1,2,28385,7056,Medical Office,Medical Office,1.0,False,False,18.5,98144.0,-122.32285,37
Low-Rise Multifamily,5101408810,NORTH,1,4,64195,0,"Multifamily Housing, Parking",Multifamily Housing,72.0,False,False,10.68,98125.0,-122.32209,34
Low-Rise Multifamily,5118000000,NORTH,1,4,22935,0,"Multifamily Housing, Parking",Multifamily Housing,,False,False,3.44,98115.0,-122.31738,31
Mid-Rise Multifamily,6003000730,EAST,1,6,84389,0,"Multifamily Housing, Parking",Multifamily Housing,91.0,False,True,61.21,98122.0,-122.31572,9
Low-Rise Multifamily,6003000930,EAST,1,4,30920,0,"Multifamily Housing, Parking",Multifamily Housing,73.0,False,True,27.14,98122.0,-122.31521,100
Warehouse,7666203810,GREATER DUWAMISH,1,1,21755,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,True,17.51,98134.0,-122.32549,45
Other,7666203827,GREATER DUWAMISH,1,1,27933,0,Other,Other,,False,False,42.73,98134.0,-122.32421,63
Small- and Mid-Sized Office,7666203920,GREATER DUWAMISH,1,1,23143,0,"Non-Refrigerated Warehouse, Office",Office,75.0,False,True,38.87,98134.0,-122.3244,40
Small- and Mid-Sized Office,7666204110,GREATER DUWAMISH,1,1,28800,0,"Non-Refrigerated Warehouse, Office",Office,73.0,False,True,60.12,98134.0,-122.32724,61
Warehouse,7666204125,GREATER DUWAMISH,1,1,39600,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,85.0,False,False,2.82,98134.0,-122.32811,71
Warehouse,7666204130,GREATER DUWAMISH,1,1,39600,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,91.0,False,True,9.25,98134.0,-122.32811,71
Distribution Center,7666204180,GREATER DUWAMISH,1,1,41248,0,Distribution Center,Distribution Center,37.0,False,True,16.5,98134.0,-122.32844,86
Other,7666204200,GREATER DUWAMISH,1,1,36400,0,"Other, Retail Store",Other,,False,True,46.16,98134.0,-122.32789,14
Low-Rise Multifamily,7899800640,DELRIDGE,1,3,35448,0,"Multifamily Housing, Parking",Multifamily Housing,76.0,False,False,5.72,98106.0,-122.35888,55
Other,7904700100,SOUTHWEST,1,1,31332,0,Other,Other,,False,False,24.91,98116.0,-122.38727,103
Low-Rise Multifamily,7904700145,SOUTHWEST,1,4,23596,0,Multifamily Housing,Multifamily Housing,91.0,False,False,3.5,98136.0,-122.38773,54
Worship Facility,7905200005,SOUTHWEST,1,2,35864,0,Worship Facility,Worship Facility,75.0,False,True,43.64,98116.0,-122.38716,75
Low-Rise Multifamily,7905200015,SOUTHWEST,1,4,42048,11249,"Multifamily Housing, Parking",Multifamily Housing,54.0,False,False,6.28,98136.0,-122.38725,27
Mid-Rise Multifamily,7922640000,SOUTHEAST,1,6,71000,0,Multifamily Housing,Multifamily Housing,100.0,False,False,7.26,98118.0,-122.26216,56
Low-Rise Multifamily,7922650000,GREATER DUWAMISH,1,4,32922,0,Multifamily Housing,Multifamily Housing,81.0,False,False,5.41,98134.0,-122.31824,54
Worship Facility,7925100200,GREATER DUWAMISH,1,1,20484,0,Worship Facility,Worship Facility,69.0,False,True,38.38,98108.0,-122.31576,69
Medical Office,7933000005,NORTHEAST,1,4,45264,17622,Medical Office,Medical Office,4.0,False,False,12.89,98105.0,-122.28558,39
Medical Office,7933000005,NORTHEAST,2,4,36932,14576,Medical Office,Medical Office,,False,False,19.69,98105.0,-122.28606,36
Low-Rise Multifamily,7933200000,NORTH,1,4,20808,0,Multifamily Housing,Multifamily Housing,78.0,False,False,3.73,98125.0,-122.2917,43
Other,7942600675,CENTRAL,1,4,45082,0,Other/Specialty Hospital,Other/Specialty Hospital,,False,True,93.5,98122.0,-122.31198,50
Worship Facility,3362900895,NORTHWEST,1,2,41600,0,Worship Facility,Worship Facility,58.0,False,True,30.99,98103.0,-122.35482,72
Mid-Rise Multifamily,3373900000,EAST,1,7,61745,0,"Multifamily Housing, Parking",Multifamily Housing,96.0,False,False,8.44,98102.0,-122.3263,42
Small- and Mid-Sized Office,3383900065,LAKE UNION,1,2,34110,0,Office,Office,31.0,False,False,17.87,98102.0,-122.32522,63
Low-Rise Multifamily,3383900075,LAKE UNION,1,4,42712,0,"Multifamily Housing, Parking",Multifamily Housing,99.0,False,False,6.08,98102.0,-122.32454,29
Low-Rise Multifamily,3383900095,LAKE UNION,1,3,43969,0,"Multifamily Housing, Parking",Multifamily Housing,89.0,False,False,5.26,98102.0,-122.32502,24
Mid-Rise Multifamily,3388360000,BALLARD,1,8,128571,0,"Financial Office, Multifamily Housing, Retail Store",Multifamily Housing,,False,True,73.14,98107.0,-122.37802,16
Low-Rise Multifamily,3389900115,SOUTHWEST,1,3,21239,0,Multifamily Housing,Multifamily Housing,,False,True,3.23,98116.0,-122.38713,98
Mid-Rise Multifamily,3389900410,SOUTHWEST,1,5,26843,0,"Multifamily Housing, Parking",Multifamily Housing,99.0,False,True,17.92,98126.0,-122.38904,26
Low-Rise Multifamily,3389900435,SOUTHWEST,1,4,26280,0,Multifamily Housing,Multifamily Housing,81.0,False,True,18.42,98116.0,-122.38919,54
Low-Rise Multifamily,3390400000,SOUTHWEST,1,4,26970,0,"Multifamily Housing, Non-Refrigerated Warehouse, Parking",Multifamily Housing,,False,False,4.71,98126.0,-122.37693,43
Mid-Rise Multifamily,6003001296,EAST,1,5,46225,0,"Multifamily Housing, Parking",Multifamily Housing,83.0,False,True,45.58,98122.0,-122.32194,18
Mid-Rise Multifamily,7517500515,LAKE UNION,1,6,29840,0,Multifamily Housing,Multifamily Housing,89.0,False,False,4.74,98103.0,-122.3575,56
Low-Rise Multifamily,6003001440,EAST,1,4,34040,0,"Multifamily Housing, Parking",Multifamily Housing,94.0,False,True,28.66,98122.0,-122.31581,95
Warehouse,7666204280,GREATER DUWAMISH,1,1,23750,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,False,3.65,98116.0,-122.32783,53
Warehouse,7666204300,GREATER DUWAMISH,1,1,43390,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,87.0,False,False,3.72,98134.0,-122.32649,53
Warehouse,7666204449,GREATER DUWAMISH,1,1,35400,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,84.0,False,True,9.29,98134.0,-122.32719,64
Distribution Center,7666204465,GREATER DUWAMISH,1,1,28144,0,"Distribution Center, Office",Distribution Center,19.0,False,True,8.22,98104.0,-122.32853,57
Warehouse,7666204480,GREATER DUWAMISH,1,3,71283,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,41.0,False,True,43.17,98199.0,-122.32826,107
Warehouse,7666204565,GREATER DUWAMISH,1,1,23792,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,False,19.88,98134.0,-122.3281,34
Small- and Mid-Sized Office,7666204625,GREATER DUWAMISH,1,2,47368,0,"Office, Parking",Office,99.0,False,False,7.27,98134.0,-122.32833,44
Mixed Use Property,7666204640,GREATER DUWAMISH,1,1,46183,0,"Food Service, Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,,False,True,27.92,98134.0,-122.32662,92
Small- and Mid-Sized Office,7942600940,CENTRAL,1,5,72613,22788,"Office, Parking",Office,84.0,False,True,41.96,98122.0,-122.31367,39
Low-Rise Multifamily,7942601445,CENTRAL,1,2,20931,0,Multifamily Housing,Multifamily Housing,39.0,False,True,64.35,98122.0,-122.30927,61
Retail Store,7950301480,SOUTHEAST,1,1,36071,0,Retail Store,Retail Store,97.0,False,True,50.76,98118.0,-122.28781,55
K-12 School,7950302375,SOUTHEAST,1,3,51672,0,K-12 School,K-12 School,97.0,False,True,20.3,98118.0,-122.28339,34
Medical Office,7950303700,SOUTHEAST,1,2,38352,11082,"Medical Office, Office",Medical Office,36.0,False,False,14.7,98118.0,-122.28572,33
Low-Rise Multifamily,7950303715,SOUTHEAST,1,2,21300,0,Multifamily Housing,Multifamily Housing,,False,False,4.11,98144.0,-122.28648,57
Mixed Use Property,7950304230,SOUTHEAST,1,1,28425,0,"Fitness Center/Health Club/Gym, Office, Other - Recreation",Fitness Center/Health Club/Gym,,False,True,57.25,98118.0,-122.28143,28
Low-Rise Multifamily,3442000069,NORTHWEST,1,4,70094,0,"Multifamily Housing, Parking",Multifamily Housing,94.0,False,False,9.76,98133.0,-122.35581,36
Low-Rise Multifamily,3448000030,NORTH,1,4,134490,0,"Multifamily Housing, Parking",Multifamily Housing,80.0,False,False,18.91,98125.0,-122.2974,36
Low-Rise Multifamily,3448000500,NORTH,1,3,36172,0,"Multifamily Housing, Parking",Multifamily Housing,73.0,False,False,5.0,98125.0,-122.29775,47
Other,3448001720,NORTH,1,3,35115,0,Automobile Dealership,Automobile Dealership,,False,True,31.94,98125.0,-122.29794,14
Low-Rise Multifamily,3126049122,NORTHWEST,1,4,38100,0,"Multifamily Housing, Parking",Multifamily Housing,73.0,False,False,7.35,98103.0,-122.34555,38
Mixed Use Property,3126049156,NORTHWEST,1,1,66704,0,"Distribution Center, Non-Refrigerated Warehouse, Office, Other - Education, Parking",Other - Education,,False,True,19.77,98103.0,-122.34639,51
Warehouse,3126049316,NORTHWEST,1,1,25658,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,True,18.87,98103.0,-122.34284,54
Low-Rise Multifamily,6003002010,EAST,1,3,23490,0,Multifamily Housing,Multifamily Housing,58.0,False,True,75.64,98102.0,-122.3162,115
Mid-Rise Multifamily,6003002075,EAST,1,5,131050,43315,"Multifamily Housing, Parking",Multifamily Housing,60.0,False,True,28.89,98102.0,-122.3220656,17
Low-Rise Multifamily,6003002115,EAST,1,4,40800,0,Multifamily Housing,Multifamily Housing,87.0,False,True,103.19,98102.0,-122.32244,95
Mid-Rise Multifamily,6003002120,EAST,1,5,39226,0,Multifamily Housing,Multifamily Housing,77.0,False,False,6.35,98102.0,-122.32257,58
Small- and Mid-Sized Office,6003500025,EAST,1,2,36000,0,"Office, Other",Office,95.0,False,True,18.04,98122.0,-122.3198,116
Low-Rise Multifamily,6003500115,EAST,1,3,23469,0,Multifamily Housing,Multifamily Housing,11.0,False,True,65.77,98122.0,-122.31852,118
Low-Rise Multifamily,6003500155,EAST,1,3,21000,0,Multifamily Housing,Multifamily Housing,15.0,False,True,69.88,98122.0,-122.3177,107
Mixed Use Property,6003500265,EAST,1,1,36000,0,"Parking, Retail Store",Parking,59.0,False,True,26.52,98122.0,-122.31724,110
Warehouse,6003500295,EAST,1,2,43200,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38.0,False,True,49.18,98122.0,-122.31777,108
Small- and Mid-Sized Office,7666204820,GREATER DUWAMISH,1,4,53840,12870,"Office, Parking",Office,71.0,False,True,46.85,98134.0,-122.32852,110
Retail Store,7666204995,GREATER DUWAMISH,1,1,43794,0,"Office, Retail Store",Retail Store,88.0,False,True,23.5,98134.0,-122.32944,48
Warehouse,7666205550,GREATER DUWAMISH,1,1,48280,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18.0,False,True,78.57,98134.0,-122.33089,55
Distribution Center,7666205580,GREATER DUWAMISH,1,1,36040,0,"Distribution Center, Office",Distribution Center,,False,True,7.74,98134.0,-122.33059,69
Supermarket / Grocery Store,7974200020,NORTHEAST,1,1,32822,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,42.0,False,True,219.93,98115.0,-122.28912,58
Low-Rise Multifamily,7974200025,NORTHEAST,1,2,20144,0,Multifamily Housing,Multifamily Housing,61.0,False,False,4.72,98115.0,-122.28915,62
K-12 School,7974200250,NORTHEAST,1,1,64314,0,K-12 School,K-12 School,86.0,False,True,108.05,98115.0,-122.27533,75
Worship Facility,7974200451,NORTHEAST,1,2,20385,0,Worship Facility,Worship Facility,65.0,False,True,34.04,98115.0,-122.29002,73
Worship Facility,7974200700,NORTHEAST,1,1,24295,0,Worship Facility,Worship Facility,53.0,False,False,1.51,98115.0,-122.27739,77
Small- and Mid-Sized Office,7974700160,NORTHEAST,1,2,20317,0,Office,Office,83.0,False,False,4.33,98105.0,-122.28333,56
Low-Rise Multifamily,7974700250,NORTHEAST,1,2,20979,0,Multifamily Housing,Multifamily Housing,64.0,False,True,7.24,98105.0,-122.28426,39
Low-Rise Multifamily,7974700259,NORTHEAST,1,2,73697,27217,Multifamily Housing,Multifamily Housing,1.0,False,True,75.12,98105.0,-122.28421,19
Supermarket / Grocery Store,7974700270,NORTHEAST,1,1,24377,0,Supermarket/Grocery Store,Supermarket/Grocery Store,6.0,False,True,260.32,98105.0,-122.28394,50
Low-Rise Multifamily,7985400009,DELRIDGE,1,2,95865,0,Multifamily Housing,Multifamily Housing,32.0,False,False,18.9,98106.0,-122.36082,33
Low-Rise Multifamily,7985400045,DELRIDGE,1,3,155600,0,Multifamily Housing,Multifamily Housing,44.0,False,True,60.53,98106.0,-122.36267,36
Low-Rise Multifamily,7985400055,DELRIDGE,1,3,32405,0,Multifamily Housing,Multifamily Housing,50.0,False,False,7.22,98106.0,-122.36471,14
Low-Rise Multifamily,7985400085,DELRIDGE,9,3,58523,0,Multifamily Housing,Multifamily Housing,63.0,False,False,13.16,98106.0,-122.36469,35
Supermarket / Grocery Store,3126049389,NORTHWEST,1,1,45155,0,Supermarket/Grocery Store,Supermarket/Grocery Store,6.0,False,True,158.63,98133.0,-122.34409,37
Low-Rise Multifamily,3130900000,NORTH,2,4,54304,0,"Multifamily Housing, Parking",Multifamily Housing,93.0,False,False,10.98,98115.0,-122.32707,33
Low-Rise Multifamily,3151200000,GREATER DUWAMISH,1,4,114030,0,Multifamily Housing,Multifamily Housing,10.0,False,False,26.76,98144.0,-122.318,38
Mid-Rise Multifamily,3185800000,MAGNOLIA / QUEEN ANNE,1,6,44839,0,"Multifamily Housing, Retail Store",Multifamily Housing,,False,False,8.45,98109.0,-122.34145,34
Warehouse,3224049007,GREATER DUWAMISH,1,1,32000,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,3.0,False,True,41.77,98108.0,-122.333,57
Warehouse,3224049007,GREATER DUWAMISH,1,1,44000,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,15.0,False,True,175.53,98108.0,-122.333,53
Warehouse,3224049007,GREATER DUWAMISH,1,1,36000,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,44.0,False,True,124.4,98108.0,-122.333,50
Warehouse,3224049012,GREATER DUWAMISH,1,1,31360,0,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,,False,True,43.18,98108.0,-122.33064,44
Warehouse,3224049012,GREATER DUWAMISH,1,1,33320,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,,False,True,64.75,98108.0,-122.33064,44
Warehouse,3224049012,GREATER DUWAMISH,1,1,48020,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71.0,False,True,59.14,98108.0,-122.33064,44
Warehouse,3224049012,GREATER DUWAMISH,1,1,27420,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,55.0,False,True,39.05,98108.0,-122.33064,44
Low-Rise Multifamily,6837810000,EAST,1,4,48972,0,Multifamily Housing,Multifamily Housing,89.0,False,False,11.18,98122.0,-122.31898,33
Low-Rise Multifamily,6837900000,BALLARD,1,4,37642,0,Multifamily Housing,Multifamily Housing,21.0,False,True,77.75,98107.0,-122.40735,41
Mid-Rise Multifamily,6839900000,DOWNTOWN,1,8,87925,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,19.0,False,True,94.3,98121.0,-122.34738,24
Mid-Rise Multifamily,6843650000,CENTRAL,1,6,105903,0,"Multifamily Housing, Office",Multifamily Housing,92.0,False,True,94.69,98144.0,-122.30985,14
K-12 School,6844701005,NORTHEAST,1,2,43645,0,K-12 School,K-12 School,71.0,False,True,85.15,98115.0,-122.28967,74
Low-Rise Multifamily,6844701590,NORTHEAST,1,4,109623,42263,"Multifamily Housing, Office, Parking",Multifamily Housing,96.0,False,True,77.56,98115.0,-122.29038,11
Retail Store,6844701790,NORTHEAST,1,1,26853,0,Retail Store,Retail Store,68.0,False,True,21.46,98115.0,-122.29023,71
Other,7666206700,GREATER DUWAMISH,1,4,44775,0,Other,Other,,False,True,29.88,98134.0,-122.33369,114
Mid-Rise Multifamily,6847700015,LAKE UNION,1,8,136998,0,Multifamily Housing,Multifamily Housing,68.0,False,True,34.75,98109.0,-122.33018,18
Low-Rise Multifamily,6847700040,LAKE UNION,1,3,26772,0,Multifamily Housing,Multifamily Housing,73.0,False,True,9.11,98102.0,-122.32953,116
Mid-Rise Multifamily,6847700345,EAST,1,6,37417,0,Multifamily Housing,Multifamily Housing,92.0,False,False,5.94,98102.0,-122.32707,56
Other,7666205935,GREATER DUWAMISH,2,1,27760,0,"Office, Other, Parking, Retail Store",Other,,False,True,112.82,98134.0,-122.33349,107
Other,7666205945,GREATER DUWAMISH,1,1,20975,0,"Fast Food Restaurant, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,,False,True,6.46,98134.0,-122.3339,86
Other,7666205975,GREATER DUWAMISH,1,1,26075,0,Other,Other,,False,True,17.6,98134.0,-122.3339,105
Warehouse,7666205990,GREATER DUWAMISH,1,1,29394,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,60.0,False,True,26.27,98134.0,-122.33273,31
Other,7666206020,GREATER DUWAMISH,1,3,33000,0,"Other, Retail Store",Other,,False,True,27.68,98134.0,-122.33371,118
Warehouse,7666206025,GREATER DUWAMISH,1,2,20400,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,69.0,False,True,12.17,98134.0,-122.3336,97
Small- and Mid-Sized Office,7666206040,GREATER DUWAMISH,1,1,20460,0,Office,Office,16.0,False,False,6.3,98134.0,-122.33374,97
