primarypropertytype,taxparcelidentificationnumber,neighborhood,numberofbuildings,numberoffloors,propertygfatotal,propertygfaparking,listofallpropertyusetypes,largestpropertyusetype,energystarscore,steamuse,naturalgas,totalghgemissions,zipcode,longitude,age
Low-Rise Multifamily,0695000080,DOWNTOWN,1,3,33400,0,Multifamily Housing,Multifamily Housing,82.0,False,True,69.57,98121.0,-122.35317,99
Mid-Rise Multifamily,0512400000,DOWNTOWN,1,7,88144,3102,Multifamily Housing,Multifamily Housing,33.0,False,True,80.47,98121.0,-122.35055,29
K-12 School,0519000290,CENTRAL,1,2,37327,0,K-12 School,K-12 School,92.0,False,True,71.06,98122.0,-122.30093,98
Low-Rise Multifamily,0520000000,MAGNOLIA / QUEEN ANNE,1,3,37619,0,Multifamily Housing,Multifamily Housing,62.0,False,True,29.84,98109.0,-122.35596,23
Retail Store,0524049003,DOWNTOWN,1,2,147545,0,Retail Store,Retail Store,69.0,False,True,169.75,98144.0,-122.31543,106
Other,0525049003,NORTH,1,2,21462,0,"Office, Other",Other,,False,False,7.77,98115.0,-122.31947,100
Low-Rise Multifamily,0544900000,MAGNOLIA / QUEEN ANNE,1,3,24178,0,Multifamily Housing,Multifamily Housing,81.0,False,True,16.58,98199.0,-122.38242,30
Low-Rise Multifamily,0570000295,GREATER DUWAMISH,1,3,107518,0,Multifamily Housing,Multifamily Housing,81.0,False,True,132.47,98144.0,-122.31563,105
Mid-Rise Multifamily,0586100000,SOUTHWEST,1,6,30720,0,Multifamily Housing,Multifamily Housing,,False,True,17.02,98116.0,-122.38843,26
Low-Rise Multifamily,0587130000,SOUTHWEST,1,4,38970,0,Multifamily Housing,Multifamily Housing,85.0,False,False,5.71,98116.0,-122.39312,37
Mid-Rise Multifamily,0587530000,BALLARD,1,5,24648,0,Multifamily Housing,Multifamily Housing,90.0,False,False,3.99,98107.0,-122.38687,34
Low-Rise Multifamily,0591900000,MAGNOLIA / QUEEN ANNE,1,4,34270,0,Multifamily Housing,Multifamily Housing,52.0,False,False,4.43,98199.0,-122.38733,35
Low-Rise Multifamily,0592800000,SOUTHWEST,1,4,20837,0,Multifamily Housing,Multifamily Housing,,False,False,2.7,98116.0,-122.40854,39
K-12 School,0625049048,NORTHWEST,1,2,47602,0,K-12 School,K-12 School,78.0,False,True,83.59,98103.0,-122.3423,93
Other,0625049063,NORTHWEST,1,2,28072,0,Social/Meeting Hall,Social/Meeting Hall,,False,True,63.48,98013.0,-122.35398,106
Low-Rise Multifamily,0643250000,EAST,1,4,24864,0,Multifamily Housing,Multifamily Housing,37.0,False,False,4.29,98122.0,-122.32592,37
Mid-Rise Multifamily,0653000130,DOWNTOWN,1,5,39050,0,Multifamily Housing,Multifamily Housing,95.0,False,False,7.02,98121.0,-122.34969,33
Mid-Rise Multifamily,0653000150,DOWNTOWN,1,8,77800,0,Multifamily Housing,Multifamily Housing,13.0,False,True,51.58,98121.0,-122.34957,43
Restaurant,0653000160,DOWNTOWN,1,2,31020,0,Restaurant,Restaurant,,False,True,207.6,98121.0,-122.34925,68
Small- and Mid-Sized Office,0653000205,DOWNTOWN,1,2,21600,0,"Office, Other - Lodging/Residential",Office,,False,True,29.62,98121.0,-122.35016,106
Small- and Mid-Sized Office,0653000385,DOWNTOWN,1,5,61825,13320,"Bank Branch, Office",Office,59.0,False,True,141.2,98121.0,-122.35126,49
High-Rise Multifamily,0653000480,DOWNTOWN,1,16,590869,0,"Multifamily Housing, Parking",Multifamily Housing,93.0,False,True,374.56,98121.0,-122.35378,22
Mid-Rise Multifamily,0653000520,DOWNTOWN,1,7,145275,0,Multifamily Housing,Multifamily Housing,57.0,False,False,18.5,98121.0,-122.35268,22
Small- and Mid-Sized Office,0654000005,DOWNTOWN,1,3,64630,0,Office,Office,96.0,False,False,9.82,98121.0,-122.35176,81
Worship Facility,0654000045,DOWNTOWN,1,2,20920,0,Worship Facility,Worship Facility,15.0,False,True,42.19,98121.0,-122.35094,75
Low-Rise Multifamily,0654000085,DOWNTOWN,1,3,26640,0,"Multifamily Housing, Restaurant",Multifamily Housing,3.0,False,True,63.36,98121.0,-122.34967,120
Mid-Rise Multifamily,0654000105,DOWNTOWN,1,7,40329,0,"Food Service, Multifamily Housing, Office",Multifamily Housing,,False,True,138.03,98109.0,-122.34973,14
Low-Rise Multifamily,0654000145,DOWNTOWN,1,4,34880,0,Multifamily Housing,Multifamily Housing,90.0,False,False,6.43,98121.0,-122.3493,36
Low-Rise Multifamily,0654000280,DOWNTOWN,1,4,56776,0,Multifamily Housing,Multifamily Housing,99.0,False,True,52.25,98121.0,-122.34683,121
Mid-Rise Multifamily,0654000285,DOWNTOWN,1,6,112676,0,"Multifamily Housing, Parking",Multifamily Housing,84.0,False,True,54.59,98121.0,-122.34836,33
Worship Facility,0148000620,SOUTHWEST,1,2,22128,0,Worship Facility,Worship Facility,94.0,False,True,25.24,98116.0,-122.41182,97
Low-Rise Multifamily,0156000000,SOUTHWEST,1,4,26880,0,Multifamily Housing,Multifamily Housing,13.0,False,True,19.83,98116.0,-122.39791,50
Low-Rise Multifamily,0162200000,LAKE UNION,1,4,23098,0,Multifamily Housing,Multifamily Housing,89.0,False,False,3.54,98103.0,-122.34839,36
Retail Store,0164000005,NORTHWEST,1,1,48139,0,Retail Store,Retail Store,98.0,False,True,24.02,98133.0,-122.34579,55
Mid-Rise Multifamily,0164000035,NORTHWEST,1,5,214388,0,"Multifamily Housing, Parking",Multifamily Housing,96.0,False,False,31.76,98133.0,-122.3469,30
Low-Rise Multifamily,0164000222,NORTHWEST,1,4,43228,0,Multifamily Housing,Multifamily Housing,100.0,False,False,7.13,98133.0,-122.34834,33
Mid-Rise Multifamily,0193250000,EAST,1,5,23231,0,Multifamily Housing,Multifamily Housing,93.0,False,False,3.95,98102.0,-122.32509,56
Worship Facility,0194001030,SOUTHWEST,1,2,21364,0,"K-12 School, Worship Facility",Worship Facility,86.0,False,True,43.8,98116.0,-122.38725,74
Mid-Rise Multifamily,0195500000,MAGNOLIA / QUEEN ANNE,1,6,208125,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,,False,True,154.4,98109.0,-122.34319,24
Mid-Rise Multifamily,0200050000,EAST,1,6,39251,0,Multifamily Housing,Multifamily Housing,83.0,False,True,9.58,98122.0,-122.32492,100
Mid-Rise Multifamily,0200060000,EAST,1,5,44715,0,Multifamily Housing,Multifamily Housing,79.0,False,True,32.51,98122.0,-122.32482,31
Mid-Rise Multifamily,0208600000,MAGNOLIA / QUEEN ANNE,1,5,21715,0,"Multifamily Housing, Parking",Multifamily Housing,,False,True,6.87,98119.0,-122.36366,33
Mid-Rise Multifamily,0209000005,LAKE UNION,1,7,86525,23866,"Multifamily Housing, Parking",Multifamily Housing,84.0,False,False,13.1,98109.0,-122.33027,29
Low-Rise Multifamily,0209000075,LAKE UNION,1,3,56652,0,Multifamily Housing,Multifamily Housing,98.0,False,True,54.53,98109.0,-122.32972,107
Mid-Rise Multifamily,0222500000,MAGNOLIA / QUEEN ANNE,1,5,20798,0,Multifamily Housing,Multifamily Housing,53.0,False,False,4.52,98119.0,-122.36166,27
Low-Rise Multifamily,0242200000,EAST,1,3,20296,0,"Multifamily Housing, Parking",Multifamily Housing,67.0,False,False,3.88,98122.0,-122.31456,58
Low-Rise Multifamily,0253210000,MAGNOLIA / QUEEN ANNE,1,4,31537,0,Multifamily Housing,Multifamily Housing,63.0,False,False,5.81,98199.0,-122.38246,35
Mid-Rise Multifamily,0255600000,EAST,1,5,48744,0,Multifamily Housing,Multifamily Housing,32.0,False,False,11.7,98102.0,-122.32508,43
Mid-Rise Multifamily,0290050000,LAKE UNION,1,5,23931,0,"Multifamily Housing, Parking",Multifamily Housing,,False,True,11.6,98109.0,-122.33014,13
Low-Rise Multifamily,0290900000,MAGNOLIA / QUEEN ANNE,1,4,39966,0,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,True,6.22,98109.0,-122.35675,24
Mid-Rise Multifamily,0294200000,MAGNOLIA / QUEEN ANNE,1,7,72763,0,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,True,39.57,98109.0,-122.35701,24
Low-Rise Multifamily,0299400000,GREATER DUWAMISH,1,4,59600,0,Multifamily Housing,Multifamily Housing,48.0,False,False,9.81,98134.0,-122.31864,43
Low-Rise Multifamily,0299900000,MAGNOLIA / QUEEN ANNE,1,4,40948,0,"Multifamily Housing, Parking",Multifamily Housing,85.0,False,False,4.8,98109.0,-122.34658,45
University,0660001445,DOWNTOWN,1,2,28923,0,College/University,College/University,,False,True,15.27,98121.0,-122.33491,31
Mid-Rise Multifamily,0660001460,DOWNTOWN,1,7,65210,0,"Multifamily Housing, Parking",Multifamily Housing,95.0,False,True,82.9,98121.0,-122.33551,31
University,0660001470,DOWNTOWN,1,3,21600,0,College/University,College/University,,False,True,6.33,98121.0,-122.33573,95
Low-Rise Multifamily,0660001855,EAST,1,3,21712,0,Multifamily Housing,Multifamily Housing,93.0,False,True,49.58,98101.0,-122.32839,98
Mid-Rise Multifamily,0660001875,EAST,1,5,53232,0,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,,False,True,38.97,98101.0,-122.32875,115
Retail Store,0925049406,NORTHEAST,1,1,25735,0,Retail Store,Retail Store,82.0,False,True,18.1,98105.0,-122.29932,27
Low-Rise Multifamily,0925049417,NORTHEAST,1,4,57856,0,Multifamily Housing,Multifamily Housing,59.0,False,False,11.68,98105.0,-122.3017,39
Retail Store,0925049426,NORTHEAST,1,2,25862,0,"Other, Retail Store",Retail Store,20.0,False,True,154.17,98105.0,-122.29898,67
Retail Store,0925049426,NORTHEAST,1,2,49965,0,"Other, Retail Store",Retail Store,82.0,False,True,29.54,98105.0,-122.29898,20
Low-Rise Multifamily,0938000000,MAGNOLIA / QUEEN ANNE,1,3,53698,0,"Multifamily Housing, Parking",Multifamily Housing,97.0,False,False,7.1,98109.0,-122.34899,42
Mid-Rise Multifamily,0939000085,DOWNTOWN,1,6,23338,0,"Food Service, Multifamily Housing",Multifamily Housing,62.0,False,True,79.21,98104.0,-122.33206,112
Mid-Rise Multifamily,0939000100,DOWNTOWN,1,6,39594,0,"Multifamily Housing, Retail Store",Multifamily Housing,74.0,False,True,25.21,98104.0,-122.33245,123
Small- and Mid-Sized Office,0939000115,DOWNTOWN,1,2,20028,0,Office,Office,95.0,True,False,14.22,98104.0,-122.33232,94
High-Rise Multifamily,0939000120,DOWNTOWN,1,10,65535,0,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,,True,False,93.87,98104.0,-122.33383,117
Small- and Mid-Sized Office,0939000125,DOWNTOWN,1,7,23622,0,"Office, Restaurant",Office,100.0,False,True,9.95,98104.0,-122.33372,123
Small- and Mid-Sized Office,0939000140,DOWNTOWN,1,3,23563,0,"Office, Restaurant",Office,67.0,False,False,6.16,98104.0,-122.33365,121
Mixed Use Property,0939000235,DOWNTOWN,1,3,28600,0,"Office, Restaurant, Retail Store",Office,,False,True,24.25,98104.0,-122.33407,120
Mixed Use Property,0939000300,DOWNTOWN,1,2,38539,12379,"Office, Parking, Retail Store",Retail Store,55.0,False,False,15.24,98104.0,-122.33385,45
Small- and Mid-Sized Office,0939000300,DOWNTOWN,1,5,26840,0,Office,Office,24.0,False,False,13.87,98104.0,-122.33385,117
Retail Store,0939000300,DOWNTOWN,1,2,46800,0,"Office, Retail Store",Retail Store,86.0,False,False,8.68,98104.0,-122.33385,117
Small- and Mid-Sized Office,0939000310,DOWNTOWN,1,3,63990,26640,"Office, Parking",Office,51.0,False,True,14.63,98104.0,-122.33335,44
Small- and Mid-Sized Office,0654000330,DOWNTOWN,1,3,28800,0,"Non-Refrigerated Warehouse, Office, Other",Office,50.0,False,True,28.81,98121.0,-122.34817,115
Low-Rise Multifamily,0655000005,DOWNTOWN,1,3,23015,0,"Multifamily Housing, Retail Store",Multifamily Housing,,False,True,40.28,98121.0,-122.34656,123
Mid-Rise Multifamily,0655000075,DOWNTOWN,1,6,36676,0,"Multifamily Housing, Office, Other - Lodging/Residential, Retail Store",Multifamily Housing,,False,True,47.84,98121.0,-122.34609,23
Small- and Mid-Sized Office,0656000045,DOWNTOWN,1,3,33552,4968,"Office, Parking",Office,75.0,False,True,60.43,98121.0,-122.34979,69
Retail Store,0656000130,DOWNTOWN,1,2,26270,0,Retail Store,Retail Store,32.0,False,True,33.78,98121.0,-122.34854,92
Small- and Mid-Sized Office,0656000160,DOWNTOWN,1,3,57620,7820,"Office, Parking",Office,50.0,False,False,16.63,98121.0,-122.34756,97
Low-Rise Multifamily,0656000180,DOWNTOWN,1,3,33440,0,Multifamily Housing,Multifamily Housing,38.0,False,True,154.89,98121.0,-122.34674,100
Mixed Use Property,0656000215,DOWNTOWN,1,2,28696,6080,"Bank Branch, Other, Parking",Other,,False,False,2.92,98121.0,-122.34651,69
Hotel,0656000290,DOWNTOWN,1,5,57800,0,Hotel,Hotel,87.0,False,True,66.29,98121.0,-122.34525,33
Mid-Rise Multifamily,0656000360,DOWNTOWN,1,6,69590,0,Multifamily Housing,Multifamily Housing,97.0,False,True,151.36,98121.0,-122.34894,29
High-Rise Multifamily,0656000450,DOWNTOWN,1,26,321050,0,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,32.0,False,True,369.68,98121.0,-122.34698,33
Mid-Rise Multifamily,0656000451,DOWNTOWN,1,7,192077,0,"Multifamily Housing, Parking",Multifamily Housing,98.0,False,False,25.41,98121.0,-122.34706,23
Mid-Rise Multifamily,0656000550,DOWNTOWN,1,7,203940,0,"Multifamily Housing, Parking",Multifamily Housing,97.0,False,True,174.99,98121.0,-122.34515,15
Low-Rise Multifamily,0656000600,DOWNTOWN,1,3,21284,0,Multifamily Housing,Multifamily Housing,94.0,False,True,23.27,98121.0,-122.34496,105
Mid-Rise Multifamily,0657000000,DOWNTOWN,1,5,48786,0,"Multifamily Housing, Parking",Multifamily Housing,87.0,False,False,6.75,98102.0,-122.34724,115
Mid-Rise Multifamily,0659000265,DOWNTOWN,1,6,98222,0,"Multifamily Housing, Other",Multifamily Housing,82.0,False,True,47.32,98101.0,-122.33527,21
Other,0659000380,DOWNTOWN,1,2,31890,0,Financial Office,Financial Office,2.0,False,False,12.95,98101.0,-122.33695,68
Small- and Mid-Sized Office,0659000400,DOWNTOWN,1,2,44098,13660,"Office, Parking",Office,53.0,True,False,41.69,98101.0,-122.33852,98
Restaurant,0659000430,DOWNTOWN,1,3,22381,0,Restaurant,Restaurant,,False,True,126.78,98101.0,-122.33904,100
High-Rise Multifamily,0659000610,DOWNTOWN,1,31,538339,139826,"Multifamily Housing, Parking",Multifamily Housing,47.0,False,True,594.48,98101.0,-122.33748,22
Laboratory,0695000090,DOWNTOWN,1,4,49249,0,"Laboratory, Office",Laboratory,,False,True,1266.06,98121.0,-122.35507,97
Retail Store,0695000125,DOWNTOWN,1,1,24825,1263,"Non-Refrigerated Warehouse, Retail Store",Retail Store,,False,True,11.14,98121.0,-122.35509,98
Mid-Rise Multifamily,0695000130,DOWNTOWN,1,6,41030,0,"Multifamily Housing, Parking",Multifamily Housing,68.0,False,True,24.48,98121.0,-122.35484,32
Mid-Rise Multifamily,0695000180,DOWNTOWN,1,6,41359,0,"Fast Food Restaurant, Multifamily Housing, Retail Store",Multifamily Housing,,False,True,100.71,98109.0,-122.35571,21
Mid-Rise Multifamily,0695000245,DOWNTOWN,1,5,188715,0,"Multifamily Housing, Parking, Restaurant, Swimming Pool",Multifamily Housing,72.0,False,True,26.78,98121.0,-122.35248,34
Low-Rise Multifamily,0695000285,DOWNTOWN,1,3,23989,0,Multifamily Housing,Multifamily Housing,61.0,False,False,4.77,98121.0,-122.35321,98
Medical Office,0696000025,DOWNTOWN,1,4,26670,0,Medical Office,Medical Office,51.0,False,True,10.83,98121.0,-122.34217,71
Mid-Rise Multifamily,0696000035,DOWNTOWN,1,6,41834,0,"Multifamily Housing, Office, Parking",Multifamily Housing,,False,False,7.28,98121.0,-122.34188,32
Low-Rise Multifamily,0696000095,DOWNTOWN,1,3,34060,0,Multifamily Housing,Multifamily Housing,86.0,False,True,99.44,98121.0,-122.34348,101
Mid-Rise Multifamily,0696000135,DOWNTOWN,1,7,37300,0,Multifamily Housing,Multifamily Housing,46.0,False,True,44.61,98121.0,-122.34223,98
Other,0696000160,DOWNTOWN,1,2,37740,0,Fire Station,Fire Station,,False,True,86.02,98121.0,-122.34449,101
Mid-Rise Multifamily,0696000250,DOWNTOWN,1,6,328947,0,Multifamily Housing,Multifamily Housing,79.0,False,True,78.36,98121.0,-122.34512,25
Mid-Rise Multifamily,0696000260,DOWNTOWN,1,6,160141,40377,Multifamily Housing,Multifamily Housing,74.0,False,False,25.12,98121.0,-122.34624,23
Low-Rise Multifamily,0696000290,DOWNTOWN,1,3,44736,0,"Multifamily Housing, Parking",Multifamily Housing,82.0,False,True,103.18,98121.0,-122.34594,98
Low-Rise Multifamily,0696000300,DOWNTOWN,1,3,22400,0,Multifamily Housing,Multifamily Housing,57.0,False,False,5.18,98121.0,-122.34695,100
High-Rise Multifamily,0696000305,DOWNTOWN,1,13,70200,0,Multifamily Housing,Multifamily Housing,9.0,False,False,26.09,98121.0,-122.34716,44
Mid-Rise Multifamily,0696000325,DOWNTOWN,1,6,21840,0,Multifamily Housing,Multifamily Housing,94.0,False,True,27.27,98121.0,-122.34697,94
Low-Rise Multifamily,0696000335,DOWNTOWN,1,3,33880,0,"Multifamily Housing, Parking",Multifamily Housing,64.0,False,True,98.59,98121.0,-122.34658,98
High-Rise Multifamily,0697000025,DOWNTOWN,1,18,393841,67222,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,81.0,False,True,658.76,98121.0,-122.34524,74
Small- and Mid-Sized Office,0697000400,DOWNTOWN,1,1,23752,0,"Office, Parking, Retail Store",Office,,False,True,30.33,98121.0,-122.34139,58
Hotel,0697000435,DOWNTOWN,1,4,44416,0,Hotel,Hotel,61.0,False,True,72.78,98121.0,-122.34132,56
Mixed Use Property,0698000095,DOWNTOWN,1,2,33792,22867,"Other - Entertainment/Public Assembly, Parking, Social/Meeting Hall, Swimming Pool",Social/Meeting Hall,,False,True,30.6,98121.0,-122.35385,17
Mid-Rise Multifamily,0698800000,DOWNTOWN,1,8,34080,0,"Multifamily Housing, Other",Multifamily Housing,,False,True,23.82,98121.0,-122.34461,21
Mid-Rise Multifamily,0699000000,DOWNTOWN,1,8,224732,0,"Multifamily Housing, Swimming Pool",Multifamily Housing,26.0,False,True,165.86,98121.0,-122.34794,29
Mid-Rise Multifamily,0699800000,DOWNTOWN,1,6,62607,0,"Multifamily Housing, Office",Multifamily Housing,,False,False,12.74,98121.0,-122.34779,109
Low-Rise Multifamily,0705500000,EAST,1,3,29765,0,Multifamily Housing,Multifamily Housing,56.0,False,True,56.63,98102.0,-122.324,93
Low-Rise Multifamily,0766850000,EAST,1,4,27182,0,"Multifamily Housing, Parking",Multifamily Housing,37.0,False,True,93.68,98112.0,-122.31472,95
Low-Rise Multifamily,0777900000,MAGNOLIA / QUEEN ANNE,1,4,22374,0,Multifamily Housing,Multifamily Housing,85.0,False,False,3.63,98199.0,-122.38821,54
Low-Rise Multifamily,0809002696,MAGNOLIA / QUEEN ANNE,1,4,61802,0,Multifamily Housing,Multifamily Housing,60.0,False,True,73.2,98109.0,-122.35534,113
Low-Rise Multifamily,0820000038,NORTH,1,4,56473,0,"Multifamily Housing, Retail Store",Multifamily Housing,63.0,False,False,9.29,98125.0,-122.31303,21
Mid-Rise Multifamily,0826000040,SOUTHWEST,1,8,51490,0,Multifamily Housing,Multifamily Housing,99.0,False,True,35.2,98136.0,-122.38676,55
Low-Rise Multifamily,0829500000,LAKE UNION,1,4,45348,0,"Multifamily Housing, Parking",Multifamily Housing,77.0,False,False,9.65,98103.0,-122.33681,36
Low-Rise Multifamily,0832000005,NORTHWEST,1,4,31317,0,Multifamily Housing,Multifamily Housing,69.0,False,False,6.13,98133.0,-122.35519,57
Mid-Rise Multifamily,0832200000,NORTHWEST,1,5,99372,0,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,75.0,False,False,19.72,98133.0,-122.34832,54
Low-Rise Multifamily,0832500000,NORTHWEST,1,4,26744,0,Multifamily Housing,Multifamily Housing,92.0,False,False,4.33,98133.0,-122.35426,59
Low-Rise Multifamily,0833000000,NORTHWEST,1,4,30060,0,Multifamily Housing,Multifamily Housing,84.0,False,False,4.84,98133.0,-122.35007,36
Worship Facility,0850000300,NORTHWEST,1,2,45991,0,Worship Facility,Worship Facility,77.0,False,True,36.43,98103.0,-122.35248,95
Mid-Rise Multifamily,0853300000,NORTHEAST,1,5,119996,0,"Multifamily Housing, Retail Store",Multifamily Housing,41.0,False,True,86.66,98105.0,-122.29703,21
Low-Rise Multifamily,0854500000,NORTHEAST,1,4,23794,0,Multifamily Housing,Multifamily Housing,49.0,False,False,4.01,98105.0,-122.30253,26
Low-Rise Multifamily,0859000025,DELRIDGE,1,4,48996,0,Multifamily Housing,Multifamily Housing,39.0,False,False,10.34,98106.0,-122.36488,35
Low-Rise Multifamily,0866300000,MAGNOLIA / QUEEN ANNE,1,4,37090,0,Multifamily Housing,Multifamily Housing,40.0,False,True,9.66,98199.0,-122.39867,16
Low-Rise Multifamily,0880000055,DELRIDGE,1,3,23533,0,Multifamily Housing,Multifamily Housing,63.0,False,True,14.83,98106.0,-122.36418,25
Mid-Rise Multifamily,0905000000,EAST,1,6,52020,1922,Multifamily Housing,Multifamily Housing,56.0,False,True,26.89,98101.0,-122.3281,22
Low-Rise Multifamily,0914000020,SOUTHWEST,1,3,32612,0,Multifamily Housing,Multifamily Housing,78.0,False,False,5.62,98116.0,-122.39979,65
Low-Rise Multifamily,0924049006,SOUTHEAST,1,4,58485,0,Multifamily Housing,Multifamily Housing,36.0,False,False,16.47,98144.0,-122.30291,52
Low-Rise Multifamily,0925049079,NORTHEAST,1,3,147443,0,Multifamily Housing,Multifamily Housing,80.0,False,False,19.65,98105.0,-122.30488,24
Low-Rise Multifamily,0925049084,NORTHEAST,1,4,65103,12449,Multifamily Housing,Multifamily Housing,56.0,False,False,15.43,98105.0,-122.30394,35
